Name,Email,Phone,City,State,Zip
"Sunshine's Friends Cat Rescue  Sanctuary",sunshinescatrescue@gmail.com,(410) 796-7327,"Jessup",MD,20794
"Talbot Humane",adoptions@talbothumane.org,(410) 822-0107,"Easton",MD,21601
"Tara's House Animal Rescue, Inc.",info@tarashouse.net,,"Columbia",MD,21044
"The Boxer Transfer Network",ireneb@boxertransfer.org,,"Westminster",MD,21157
"The Feline Rescue Association",baltimorecats@gmail.com,,"Pikesville",MD,21208
"The Foxie G Foundation",whinnywhiskers@thefoxiegfoundation.org,(301) 748-6062,"Libertytown",MD,21762
"The Maryland SPCA",adoptme@mdspca.org,(410) 235-8826,"Baltimore",MD,21211
"TomCat Solutions",tom@tomcatsolutionsonline.org,410-822-1496,"Easton",MD,21601
"Town Cats",chaument0805@yahoo.com,(610) 716-3704,"Ocean Pines",MD,21811
"Tri-State All Breed Rescue",debwolfecorgis@gmail.com,740-610-8729,"Hagerstown",MD,21740
"Wags & Wishes Animal Rescue",wagsandwishes@yahoo.com,(410) 476-8629,"Cambridge",MD,21613
"Walter Rescue",walter@walterrescue.org,410-246-1512,"Baltimore",MD,21208
"We Rescue Love Inc.",adopt@werescuelove.org,,"Ellicott City",MD,21043
"Whispering Woods Farm Maryland",wwfmaryland@comcast.net,,"White Marsh",MD,21162
"Willing Hearts Dalmatian Rescue",dalmatianrescue@comcast.net,(610) 342-7237,"Columbia",MD,21044
"Wings of Love, Kuwait",wingsoflovekuwait@gmail.com,,"Baltimore",MD,21230
"Worcester County Humane Society",savinganimals@worcestercountyhumanesociety.org,(410) 213-0146,"Berlin",MD,21811
"www.smallangelsrescue.org",info@smallangelsrescue.org,,"Frederick",MD,21703
"A Paw in the Door Cat Rescue",pawinthedoor@gmail.com,(207) 751-4131,"Bath",ME,4530
"Alpha Dog Rescue",alphadogrescue@gmail.com,(603) 781-8876,"Lebanon",ME,4027
"Animal Rescue of Kennebec",nataliepatterson.ark@gmail.com,,"Augusta",ME,4332
"Australian Cattle Dog Rescue Association",info@acdra.org,,"Portland",ME,4258
"Bucksport Animal Shelter",acojoy@msn.com,207-469-7952,"Bucksport",ME,4416
"Buddy Up Animal Society",info@buddyupanimalsociety.org,,"Portland",ME,4103
"Catahoula Rescue of New England",sln2310@yahoo.com,(207) 273-1320,"Warren",ME,4864
"Coastal Humane Society",info@coastalhumanesociety.org,(207) 725-5051,"Brunswick",ME,4011
"Coastal Maine Great Dane Rescue",coastaldanes@gmail.com,207 729-0679,"Topsham",ME,4086
"Community Spay-Neuter Clinic",communityspayneuterclinicmaine@gmail.com,207-721-8395,"Topsham",ME,4086
"Emma's Angels Rescue",axel1759@aol.com,207-676-5599,"North Berwick",ME,3906
"Ferret Rescue of Maine",fert_resq@yahoo.com,207-727-6905,"Buxton",ME,4093
"Fetching Hope Rescue",fetchinghoperescue@gmail.com,,"Westbrook",ME,4098
"Friends of Willow",info@friendsofwillow.org,,"Portland",ME,4104
"Harvest Hills Animal Shelter",info@harvesthills.org,207-935-4358,"Fryeburg",ME,4037
"Helping Paws",helpingpawsme@gmail.com,,"South Portland",ME,4106
"Homeless Animal Rescue Team (HART)",info@hartofme.com,207-829-4116,"Cumberland",ME,4021
"Hope Harbor Animal Society",info@hopeharboranimalsociety.org,207-283-0283,"Saco",ME,4072
"IMPS - Internet Miniature Pinscher Service, Inc.",impsnewengland@gmail.com,781-837-1509,"Westbrook",ME,4092
"Journey Home Dog Rescue",maureen@journeyhomedogrescue.org,,"Freeport",ME,4032
"Kittery Animal Hospital and Creature Comforts LLC",adoptionskah@gmail.com,(207) 439-4158,"Kittery",ME,3904
"Lucky Pup Rescue",luckypuprescue@yahoo.com,,"Kennebunkport",ME,4046
"Maine Greyhound Placement Service",greyhoundkennel@roadrunner.com,(207) 626-2893,"Augusta",ME,4330
"Maine Sheltie Rescue",mainesheltierescue@gmail.com,(207) 773-6677,"Portland",ME,4102
"Mainely Rat Rescue",mrr.adopt@gmail.com,,"Falmouth",ME,4105
"Miracle German Shepherd Dog Rescue of Maine",miraclegsdmaine@gmail.com,207-266-9676,"Searsmont",ME,4973
"New England Lab Rescue, Inc.",nelr@newenglandlabrescue.com,,"Limerick",ME,4048
"Old Dogs New Digs",woof@olddogsnewdigs.com,,"Yarmouth",ME,4096
"Paws and Claws New England",riopuppy3@gmail.com,,"Falmouth",ME,4105
"PAWS Animal Welfare Society, Inc.",pawsvalleycathaven@gmail.com,(207) 543-7348,"Fort Kent",ME,4743
"PAWS Brave Hearts",pawscalais@yahoo.com,(207) 454-7662,"Calais",ME,4619
"Pittie Posse Rescue and Sanctuary",pittieposse@gmail.com,,"South Portland",ME,4106
"Pope Memorial Humane Society of Knox County",manager@hskcme.org,207-594-2200,"Thomaston",ME,4861
"Protectors of Animal Lives Society (PALS)",palsnokillshelter@yahoo.com,(207) 395-4274,"Winthrop",ME,4364
"Puppy Love, Inc.",ed@puppyloveme.org,(207) 833-5199,"Brunswick",ME,4011
"Responsible Pet Care of Oxford Hills",responsiblepetcare@yahoo.com,(207) 743-8679,"Paris",ME,4271
"Safe Haven Humane Society",info@safehavenhumanesociety.org,207-646-1611,"Wells",ME,4090
"Save Our Strays",info@saveourstraysinmaine.org,1-888-772-3162,"Fairfield",ME,4937
"Second Chance Boxer Rescue - New England",juliescbr@gmail.com,,"Woolwich",ME,4579
"Somerset Humane Society",shsanimals.forever@yahoo.com,207-474-6493,"Skowhegan",ME,4976
"Souly Maine Pets Rescue",soulymainepetsrescue@comcast.net,,"Bath",ME,4530
"SPCA of Hancock County",info@spcahancockcounty.org,(207) 667-8088,"Trenton",ME,4605
"Tall Tails Beagle Rescue",info@talltailsbeaglerescue.org,(207) 797-5392,"Freeport",ME,4032
"Tender Touch Rescue",tendertouchveterinary@yahoo.com,207-839-7456,"Scarborough",ME,4074
"The Grateful Dog Animal Rescue",thegratefuldoganimalrescue@gmail.com,,"York",ME,3909
"The Green Ark",info@thegreenark.me,,"Portland",ME,4103
"The Long Journey to a New Begining Animal Rescue",journeyanimalrescue@gmail.com,,"Stow",ME,4037
"The Pixel Fund",contactus@thepixelfund.org,,"Gorham",ME,4038
"Thistle Hill",thistle88@centurytel.net,,"Portland",ME,4103
"Yankee Chihuahua Rescue and Adopt",stephanie@mttom.com,(207) 615-2299,"Westbrook",ME,4092
"3rd Coast Labrador Rescue",adopt@3clr.org,,"Waterford",MI,48328
"4 Paws 1 Heart",cynthia.4paws1heart@gmail.com,,"St. Clair Shores",MI,48080
"A Better English Setter Rescue",question@abetteresetter.org,(501) 690-1027,"East China",MI,48054
"A New Start on Life",anewstartonlife@gmail.com,866-280-3798,"Holland",MI,49424
"A ReJoyceful Animal Rescue",arejoycefulrescue@yahoo.com,,"Mount Clemens",MI,48043
"Abandon Angels",abandonangels28@yahoo.com,EMAIL ONLY,"Bay City",MI,48706
"AC PAW",acpaw@torchlake.com,(231) 587-0738,"Mancelona",MI,49659
"Adopt a Friend for Life of Southwest Michigan",afl-president@adoptafriendforlife.org,269-488-PAWS,"Paw Paw",MI,49079
"Adopt A Pup Animal Rescue",adoptapupanimalrescue@gmail.com,Please Email,"Dewitt",MI,48820
"Adopt-A-Pet Rescue",adoptapetrescue@yahoo.com,269-673-5942,"Allegan",MI,49010
"Adopt-A-Pet, Inc.",jodydogger@gmail.com,(810) 629-0723,"Fenton",MI,48430
"Al-Van Humane Society",jnuernberg@al-van.org,269-637-5062,"South Haven",MI,49090
"Alcona Humane Society",alconahumanesociety@yahoo.com,(989)736-PETS (7387),"Lincoln",MI,48742
"Alger County Animal Shelter",algercountyanimals@yahoo.com,(906) 387-4131,"Munising",MI,49862
"All About Animals Rescue_",clinic@allaboutanimalsrescue.org,(586) 879-1745,"Warren",MI,48091
"All About Them Dog Rescue",kraft6467@gmail.com,248-722-1308,"Richmond",MI,48062
"All Rovers Rescue Friends (ARRF)",adoptme@allroversrescuefriends.org,,"Blissfield",MI,49228
"Allegan County Animal Shelter operated by Wishbone Pet Rescue Alliance",shelter@wishbonepetrescue.org,269-686-5112,"Allegan",MI,49010
"Allforkarma",allforkarma@yahoo.com,(734) 680-0852,"Whitmore Lake",MI,48189
"Almost Home Animal Rescue League",almosthome1965@aol.com,,"Southfield",MI,48034
"Always Hope Animal Rescue",alwayshopeanimalrescue@yahoo.com,810-220-7387,"Howell",MI,48844
"Amazing Grace Animal Rescue",profsir@aol.com,989-792-0346,"Saginaw",MI,48604
"Animal Aid of Branch County",animalaidofbranchcounty@yahoo.com,517-294-1360,"Coldwater",MI,49036
"ANIMAL BLOOD RESOURCES INTERNATIONAL",dcarpenter@abrint.net,517 851-8244,"Stockbridge",MI,49285
"Animal House of South East Michigan, Inc.",animalhousesem@yahoo.com,,"Royal Oak",MI,48073
"Animal Lovers Inc.",animaloversinc@yahoo.com,269-756-9271,"Three Oaks",MI,49128
"Animal Rescue Coalition of Mecosta County",info@arcofmecostacounty.com,231-796-2683,"Big Rapids",MI,49307
"Animal Rescue Project",arpdirector@aol.com,(269) 492-1010,"Kalamazoo",MI,49001
"Animal Resource Center (ARC)",arcmeow@gmail.com,517-643-3251,"Laingsburg",MI,48848
"Animal Resource Network Incorporated",arnilansing@yahoo.com,517-853-8239,"Lansing",MI,48908
"Animal Service League",catwomanlsk@gmail.com,269/782-6352,"Dowagiac",MI,49047
"Animal Welfare Society of Southeastern Michigan",animalwelfaresociety@yahoo.com,(248) 548-1150,"Madison Heights",MI,48071
"Ann Arbor Cat Clinic",kristen@annarborcatclinic.com,(734) 973-9090,"Ann Arbor",MI,48108
"Arenac County Animal Control",acac@arenaccountygov.com,989-846-4421,"Standish",MI,48658
"AuCaDo Australian Cattle Dog Rescue Michigan",cowdogrescue@gmail.com,989-330-5147,"Remus",MI,49340
"AuSable Valley Animal Shelter",avascares@yahoo.com,(989) 348-4117,"Grayling",MI,49738
"Backdoor Friends Purebred Cat Rescue",lm@mi.rr.com,248-308-2289,"Farmington Hills",MI,48335
"Basil's Buddies",info@basilsbuddies.org,734-926-1098,"Trenton",MI,48183
"Bellowood",xbellowoodx@yahoo.com,,"Cedar Springs",MI,49319
"Bellwether Harbor",contactus@bellwetherharbor.org,231-924-9230,"Fremont",MI,49412
"Best Buddy Pet Rescue",bestbuddypetrescue@yahoo.com,248-622-6097,"Waterford",MI,48327
"BestPals Animal Rescue Center",bestpalsarc@gmail.com,616) 212-3368,"Holland",MI,49424
"BFF Rescue",bffrescuejanice@yahoo.com,2488918246,"Lake Orion",MI,48362
"Big Sid's Sanctuary",dr.jen@crashslanding.org,616-821-6065,"Grand Rapids",MI,49505
"Blue Water Area Humane Society",bluewaterareahs@comcast.net,810-987-4357,"Clyde",MI,48049
"Bottle Babies Rescue",bottlebabiesrescue@gmail.com,(313) 459-1419,"Allen Park",MI,48101
"Bullys Angels",bullysangelsdetroit@gmail.com,,"Dearborn Heights",MI,48127
"C.H.A.I.N.E.D. Inc. - Continue Helping Animals in Need & Educating Dog owners",chainedinc@gmail.com,734-789-7730,"Riverview",MI,48192
"Calhoun County Animal Center, Inc",ccas1101@sbcglobal.net,269-963-6582,"Battle Creek",MI,49014
"Candie's Cat Adoption",candiescatadoption@gmail.com,,"Warren",MI,48088
"Canine Castle",angel060976@yahoo.com,,"Portage",MI,49024
"Canine Companions",caninecompanions932@gmail.com,586-855-6119,"Riley Township",MI,48041
"Canine Companions Rescue Center",ccrcdogs@ccrcdogs.com,,"Clarkston",MI,48348
"Capital Area Humane Society",adoptions@adoptlansing.org,(517) 626-6060,"Lansing",MI,48906
"Caring for Cats",adomzalski@madonna.edu,,"West Bloomfield",MI,48324
"Carol's Critter Rescue",cjnadolski@comcast.net,please email,"Macomb",MI,48044
"Carol's Ferals",adoption@carolsferals.org,(616) 560-0555,"Grand Rapids",MI,49525
"Cascades Humane Society",adopt@chspets.org,(517) 787-PETS (7387),"Jackson",MI,49202
"Cass County Animal Control",ccac@cassco.org,(269) 445-3701,"Cassopolis",MI,49031
"Cass River Pet FriendZ",cheetah_1955@yahoo.com,Email Only,"Caro",MI,48723
"Cat Nap Lodge",catnaplodge@outlook.com,269-567-0328,"Richland",MI,49083
"Cat Tail Kitties Rescue",cattailkitties@yahoo.com,(586) 909-7123,"Macomb",MI,48042
"Charlevoix Area Humane Society",pets@charlevoixhumane.org,231-582-6774,"Boyne City",MI,49712
"Cheboygan County Humane Society",cheboyganpets@hughes.net,231-238-8221,"Cheboygan",MI,49721
"Cherryland Humane Society",info@cherrylandhumane.org,(231) 946-5116,"Traverse City",MI,49686
"Chippewa County Animal Control Shelter",ccanimalshelter@att.net,(906) 632-2519,"Sault Sainte Marie",MI,49783
"City of Madison Heights",mhanimalshelter@madison-heights.org,(248) 837-2784,"Madison Heights",MI,48071
"Clare County Animal Shelter",clarecountyanimalshelter@yahoo.com,(989) 539-3221,"Harrison",MI,48625
"Cober's Canine Rescue",cobercaninerescue@gmail.com,(616) 422-7186,"Grand Haven",MI,49417
"Come To The Rescue",marlas2468@yahoo.com,517-548-1780,"Ypsilanti",MI,48197
"Community Cats of Benzie County",info@benziecats.org,(231) 383-3639,"Frankfort",MI,49635
"Companion Cats",companioncats@yahoo.com,269-968-1540,"Battle Creek",MI,49017
"Compass Dog Rescue",doglvr@wowway.com,,"Huntington Woods",MI,48070
"Compassionate Animal Rescue Efforts/C.A.R.E-Rescue",lisa.carerescue@gmail.com,5867189255,"St. Clair Shores",MI,48080
"Copper Country Humane Society",contactus@cchumanesociety.com,906-487-9560,"Houghton",MI,49930
"Crafty Cat Rescue",craftycatrescue@gmail.com,734 680-2418,"Ann Arbor",MI,48103
"Crash's Landing Cat Rescue & Placement Center",dr.jen@crashslanding.org,616-821-6065,"Grand Rapids",MI,49505
"Creekside Critter Rescue",creeksideah@sbcglobal.net,586-868-2780,"Macomb Twp",MI,48044
"Critter Connection Rescue League",ccrl60@yahoo.com,,"Wixom",MI,48127
"DAWG",kelcruiser@aol.com,(586) 354-8500,"Macomb",MI,48042
"Delta Animal Shelter",deltaanimals@yahoo.com,(906) 789-0230,"Escanaba",MI,49829
"Devoted Friends Animal Society, Inc.",dfas.rescue@gmail.com,,"Ortonville",MI,48462
"Divine Canine Rescue",divinecaninerescue@gmail.com,810-309-8249,"Davison",MI,48423
"Doberman Pinscher Rescue and Referral of Michigan",john@dobermanrescueofmi.net,586-362-8496,"Wixom",MI,48393
"DOGS R US",doggysrus2000@gmail.com,,"Lake Orion",MI,48359
"Drummond Island Spay & Neuter Program & Rescue",disnpr@alphacomm.net,(906) 493-6001,"Drummond Island",MI,49726
"Eaton County Humane Society",adopt@eatoncountyhumanesociety.org,269-749-9440,"Olivet",MI,49076
"Elizabeth Lake Animal Rescue",elarmom1@aol.com,248-682-9649,"Union Lake",MI,48387
"Eva Burrell Animal Shelter",shelter@upebas.org,906-341-1000,"Manistique",MI,49854
"Every Animal Rescue League",aaa.anderson@gmail.com,,"Clinton Township",MI,48038
"Faithful Friends Animal Rescue",ffarboard@gmail.com,,"Shelby Township",MI,48317
"Faithful to Felines",info@faithful2felines.com,(231) 773-3030,"Muskegon",MI,49442
"Feline Friends",felinefriends@comcast.net,,"Warren",MI,48090
"Feral Kitty Trappers TNR",feralkittytrapperstnr@gmail.com,(313) 573-2510,"South Lyon",MI,48178
"Few Steps From Home INC.",petrescue70@gmail.com,,"Bay City",MI,48706
"Fido and Fluffy's Rescue, Inc.",fidoandfluffysrescue@yahoo.com,,"Armada",MI,48005
"Flint City Pits",flintcitypits@gmail.com,,"Flint",MI,48503
"Focus on Ferals",crazyforferals@yahoo.com,616-826-0927,"Grand Rapids",MI,49509
"For The Love of Cats Rescue and Adoption",info@locrami.com,(248) 301-2344,"Walled Lake",MI,48390
"For the Love of Pugs Rescue",adoptpugs@hotmail.com,,"Belmont",MI,49306
"Forever Feline Friends",corkieb54@gmail.com,(517) 719-3721,"Laingsburg",MI,48848
"Forgotten Paws Animal Rescue",milospetservices@gmail.com,810-614-0455,"North Branch",MI,48461
"Fortunate Feline Adoption League",kaylaerts@yahoo.com,(313) 891-2591,"Detroit",MI,48212
"Four Paws 2 Rescue",fourpaws2rescue@yahoo.com,(269) 924-1535,"Battle Creek",MI,49017
"Friends for Animals of Metro Detroit",friends@metrodetroitanimals.org,313-943-2697,"Dearborn",MI,48121
"Friends of Animals Best Friend",macie831@gmail.com,(269) 655-1813,"Paw Paw",MI,49079
"Friends of Michigan Animals Rescue",shelter1@comcast.net,(734) 461-9458,"Belleville",MI,48111
"FurEver Fosters",fureverfosters@gmail.com,(269) 425-2757,"Niles",MI,49120
"Furever Tails Animal Rescue",rescue@furevertails.com,(248) 834-3387,"Oakland",MI,48363
"Furget Us Not Rescue, Inc",furgetusnotrescue@gmail.com,(248) 667-8386,"Hazel Park",MI,48030
"Furry Friends Rescue Inc",furryfriendsrescueinc@gmail.com,(248) 860-5688,"Brighton",MI,48116
"Futures 4 Felines",futures4felines@yahoo.com,586-244-9284,"Algonac",MI,48001
"G.R.A.C.E. Greyhound Retirement Adoption Care and Education",gracehounds@yahoo.com,(734) 347-5061,"Belleville",MI,48112
"Genesee County Animal Control",gc_animalcontrol@yahoo.com,(810) 732-1660,"Flint",MI,48504
"Good Karma Puppy Rescue",char@adoptgoodkarma.com,,"White Lake",MI,48386
"Grand River Rover Rescue (GRRR)",grrrescue@yahoo.com,517-526-3621,"Portland",MI,48875
"Gratiot Animals In Need",gainmichigan@gmail.com,989-875-2286,"Ithaca",MI,48847
"Great Dane Rescue Inc.",tweetyorama@gmail.com,734-454-3683,"Plymouth",MI,48170
"Great Lakes Bay Animal Society",glbas.org@gmail.com,,"Midland",MI,48641
"Great Lakes Border Collie Rescue, Inc.",glbcrhappytails@gmail.com,,"Eagle",MI,48822
"Great Lakes Boxer Rescue",greatlakesboxerrescue@gmail.com,(866) 309-2957,"Interlochen",MI,49643
"Great Lakes Humane Society",gottwald.linda@yahoo.com,231 846-8293,"Traverse City",MI,49684
"Great Lakes Mastiff Rescue Inc.",mastiff.rescue@gmail.com,844.662.7843,"West Branch",MI,48661
"Great Lakes Mini Schnauzer Rescue",mmciver4444@gmail.com,,"Livonia",MI,48150
"Great Lakes Rabbit Sanctuary",adoptions@rabbitsanctuary.org,(734) 985-9220,"Whittaker",MI,48190
"Great Lakes Weimaraner Rescue, Inc.",applications@greatlakesweimrescue.com,877-728-2934,"Grand Rapids",MI,49525
"Greater Hillsdale Humane Society",ghhs@frontier.com,517 523 2308,"Osseo",MI,49266
"Green Paws PALS",pals@greenpawsunlimited.com,616-217-4751,"Grand Rapids",MI,49525
"Greta's Haven Pet Rescue",gretashaven@gmail.com,,"Romeo",MI,48065
"GREYHEART Greyhound Rescue & Adoption of Michigan",kellyanncoughlin@gmail.com,(866) 438-4739,"BERKLEY",MI,48150
"Greyhound Expressions",info@greyhoundexpressions.org,(877) 866-4739,"Monroe",MI,48162
"GreytHounds Of Eastern Michigan",cadillacwild@aol.com,Voice Mail-1-877-GEM-DOGS,"Wayne",MI,48184
"Grosse Ile Animal Shelter",acrum@grosseile.com,(734) 469-7145,"Grosse Ile",MI,48138
"Guardian Angel Animal Rescue",guardian_angel_rescue@hotmail.com,734-516-2171,"Livonia",MI,48151
"HANDDS to the Rescue",handds09@yahoo.com,(231) 409-4833,"Traverse City",MI,49685
"Happily Ever After Pet Care and Rescue",everafterpetcare@gmail.com,,"Livonia",MI,48151
"Happy Hearts Feline Rescue",happyheartsfelinerescue@gmail.com,(734) 545-2906,"Manchester",MI,48158
"Happy Tails K9 & Feline Rescue",adoption@happytailsanimalrescue.org,586-296-8755,"St. Clair Shores",MI,48225
"Harbor Humane Society",office@harborhumane.org,(616) 399-2119,"West Olive",MI,49460
"Headin' Home Pet Rescue, Inc.",headinhomerescue@sbcglobal.net,616-886-1474,"Holland",MI,49424
"Heart of Michigan Bernese Mountain Dog Rescue",mibmdresq@gmail.com,(765) 233-2635,"Decatur",MI,49045
"Hearts of Gold Rescue Group",heartsofgoldrescuegroup@gmail.com,,"Trenton",MI,48183
"Hearts of Hope Dog Rescue",rescueofhope@gmail.com,6163668455,"Grand Rapids",MI,49504
"Heaven Can Wait Animal Haven",info@heavencanwaitmi.org,(616) 402-1417,"Muskegon",MI,49444
"Heavenly Paws of Michigan",rescue@heavenlypawsmi.com,,"Rochester Hills",MI,48309
"Help From My Friends",helpfrommyfriendsinc@gmail.com,(231) 533-4070,"Bellaire",MI,49615
"Home Fur-Ever",hfedoginfo@gmail.com,,"Detroit",MI,48216
"Homes for Angels",homes4angels@yahoo.com,(586) 563-4127,"Macomb",MI,48042
"Hounds Haven Animal Rescue",houndshavenanimalrescue@hotmail.com,,"Lansing",MI,48911
"House of Hope Rescue, Inc",houseofhoperescue@sbcglobal.net,,"Burton",MI,48509
"Humane Animal Treatment Society",isabellahats@gmail.com,(989) 775-0830,"Mount Pleasant",MI,48858
"Humane Society of Bay County",dogprogram@humanesocietybc.org,,"Bay City",MI,48707
"Humane Society of Branch County",hsbc@frontier.com,(517) 639-4426,"Quincy",MI,49082
"Humane Society of Livingston County",hslc@humane-livingston.org,517-552-8050,"Howell",MI,48843
"Humane Society of Macomb",hsmacomb@sbcglobal.net,586-731-9210,"Utica",MI,48317
"Humane Society of Midland County",info@hsomc.org,(989) 835-1877,"Midland",MI,48641
"Humane Society Of Monroe County-Shelter",hsmcvettechnician@gmail.com,(734) 243-3669,"Monroe",MI,48162
"Humane Society of South Central Michigan",reception@hs-scm.org,269.963.1796,"Battle Creek",MI,49015
"Humane Society of Southwestern Michigan",humanesocietyofswmichigan@gmail.com,(269) 927-3303,"Benton Harbor",MI,49022
"Humane Society of St. Clair County / SNAP",snaprescues@gmail.com,(810) 329-7627,"St. Clair",MI,48079
"Humane Society of West Michigan",adoptions@hswestmi.org,(616) 453-8900 ext. 200,"Grand Rapids",MI,49534
"Hurlin's Parrot Rescue",hurlinsparrotrescue@gmail.com,2313926047,"Traverse City",MI,49685
"Huron Humane Society",manager.hhs@verizon.net,989-356-4794,"Alpena",MI,49707
"I Heart Dogs Rescue and Animal Haven",bark@iheartdogs.org,,"Warren",MI,48089
"Ingham County Animal Control and Shelter",avolunteer@ingham.org,(517) 676-8370,"Mason",MI,48854
"Ionia County Animal Shelter",ioniaanimalshelter@hotmail.com,(616) 527-9040,"Ionia",MI,48846
"Kalamazoo Animal Rescue",kar@kalamazooanimalrescue.org,269-226-8570,"Kalamazoo",MI,49003
"Keweenaw Spay Neuter Assistance Group",dawnverberk@pasty.net,906-296-9144,"Lake Linden",MI,49945
"Kit Kat Club Rescue",kitkatclubrescue@gmail.com,,"Ann Arbor",MI,48105
"Kreacher Konnections",kreacherkonnections@gmail.com,(810)867-4380,"Flushing",MI,48433
"Lapeer's Adoptable Animals, Inc.",lapeersadoptables@yahoo.com,,"Hadley",MI,48440
"Last Day Dog Rescue",ourlastdaydogs@gmail.com,,"Livonia",MI,48151
"Lenawee Humane Society",adoption@lenhumanesoc.org,517-263-3463,"Adrian",MI,49221
"Light of Hope Animal Rescue",lightofhope2015@hotmail.com,810 858 9983,"Port Huron",MI,48060
"Little Lion",infoknit1@gmail.com,,"Dearborn",MI,48126
"Livingston County Animal Control",lcac@co.livingston.mi.us,517-546-2154,"Howell",MI,48843
"Los Gatos Foster Animals",losgatosfosteranimals@gmail.com,,"Davison",MI,48423
"Loving Eyes Trusting Souls-L.E.T.S. Rescue",amcrawford@hughes.net,,"Fowlerville",MI,48836
"Lucky Day Animal Rescue",gretchen@luckydayanimalrescue.org,810-516-3381,"Grand Blanc",MI,48439
"LuvnPupz",carri@luvnpupz.org,6162934528,"Wyoming",MI,49548
"Luvum All Animal Rescue",luvumall101@gmail.com,(810) 420-0352,"Marine City",MI,48039
"Mackenzies Animal Sanctuary",tfoote@mackpack.info,(616) 693-2490,"Lake Odessa",MI,48849
"Mackinac County Animal Shelter",maaa49781@gmail.com,(906) 643-7646,"St. Ignace",MI,49781
"Macomb County Animal Control",animalcontrol@macombgov.org,586-469-5115,"Clinton Township",MI,48036
"Make a Difference Rescue",makeadifferencerescue@gmail.com,248-703-9167,"Birmingham",MI,48012
"Making Miracles Animal Rescue aka Sanilac Scoopers",rescueme93@yahoo.com,,"Utica",MI,48318
"Manistee County Humane Society/Homeward Bound Animal Shelter",manisteehumanesociety@gmail.com,231-723-7387,"Manistee",MI,49660
"Mason County Animal Control",animalcontrol@masoncounty.net,231-843-8644,"Ludington",MI,49431
"Mean Streets",tyson.meanstreets@gmail.com,(248) 766-3023,"Keego Harbor",MI,48320
"Menominee Animal Shelter Inc",animals@mashelter.org,1-906-864-PAWS,"Menominee",MI,49858
"MESC Michigan English Setter Club",dogonegold@aol.com,,"Hazel Park",MI,48030
"Michele's Rescue",michelesrescue@gmail.com,231-798-4935,"Grand Rapids",MI,49503
"Michigan Animal Rescue League Inc.",info@marleague.org,248-335-9290,"Pontiac",MI,48342
"Michigan Anti-Cruelty Society",adoptions@macsshelter.org,(313) 891-7188,"Detroit",MI,48212
"Michigan Great Pyrenees Rescue",oneidaacres@voyager.net,(517) 521-4289,"Stockbridge",MI,49285
"Michigan Humane Society - Berman Center for Animal Care, Westland",arc@michiganhumane.org,1-866-648-6263 Provide Pet ID # when calling,"Westland",MI,48185
"Michigan Humane Society - Detroit Center for Animal Care",arc@michiganhumane.org,1-866-648-6263 Provide Pet ID # when calling,"Detroit",MI,48211
"Michigan Humane Society - PetSmart - Roseville",arc@michiganhumane.org,1-866-648-6263 Provide pet id# when calling,"Roseville",MI,48066
"Michigan Humane Society - Premier Pet Supply - Novi",arc@michiganhumane.org,866-MHUMANE,"Novi",MI,48374
"Michigan Humane Society - Premier Pet Supply, Beverly Hills",arc@michiganhumane.org,248-647-4310,"Beverly Hills",MI,48025
"Michigan Humane Society - Rochester Hills Center for Animal Care",arc@michiganhumane.org,1-866-648-6263 Provide Pet ID # when calling,"Rochester Hills",MI,48309
"Michigan Humane Society â?? Premier Pet Supply â?? Rochester Hills",arc@michiganhumane.org,1-866-648-6263 Provide pet id# when calling,"Rochester Hills",MI,48307
"Michigan Orphan Kitten Rescue",michiganorphankittenrescue@gmail.com,(734) 707-8705,"Ann Arbor",MI,48108
"Michigan Pit Bull Education Project",info@michpitbulleducation.org,586-530-7511,"White Lake",MI,48386
"Michigan Pug Rescue",pugluv@michiganpugrescue.com,,"Farmington",MI,48335
"Michigan Sheltie Rescue",cstrotheide@msn.com,,"Grand Rapids",MI,49504
"Mid Michigan Humane Society",info@midmichiganhumane.org,,"Stanton",MI,48888
"Mid-Michigan Cat Rescue Inc.",adoptions@midmichigancatrescue.org,,"Albion",MI,49224
"Midwest Schipperke Rescue",shadowskip@aol.com,248-644-7876,"Bloomfield",MI,48301
"Misfit Angels Dog Rescue",misfitangels@gmail.com,(586) 339-5443,"Eastpointe",MI,48021
"Missaukee Humane Society",info@mhspets.org,(231) 839-3800,"Lake City",MI,49651
"Monroe SPCA",info@monroespca.org,,"Monroe",MI,48161
"Moonwhisper Cat Rescue",moonwspr2001@yahoo.com,517-490-8448,"Dewitt",MI,48820
"Mosaic Farm",mosaicfarmrescue@gmail.com,(517) 480-4940,"Grass Lake",MI,49240
"Motor City Mutts Rescue",motorcitymuttsrescue@gmail.com,,"Bloomfield Hills",MI,48301
"MotorCity Greyhound Rescue",motorcitygreyhound@gmail.com,1-855-624-7397,"Detroit",MI,48214
"Muskegon Humane Society",dogadoptions@muskegonhumanesociety.org,(231) 773-8689,"Muskegon",MI,49442
"Mutts & Mutts Rescue League",dmuttsmutts@aol.com,(313) 778-2262,"Redford",MI,48240
"Naked K9 & Small Dog Rescue",adopt.nakedk9rescue@gmail.com,,"Lansing",MI,48917
"NBS Animal Rescue",nbsanimalrescue@gmail.com,(248) 633-8627,"Troy",MI,48098
