Name,Email,Phone,City,State,Website,Facebook,Type,Notes
"Road Home Rescue",laura@roadhomerescue.com,,"Cary",NC,,,Shelter,""
"Robeson County Humane Society",rchsfriendsforlife@gmail.com,(910) 738-8282,"Lumberton",NC,,,Shelter,""
"Rockingham County Animal Shelter",rcas@co.rockingham.nc.us,(336) 394-0075,"Reidsville",NC,,,Shelter,""
"Rockingham County Humane Society",sflovesanimals@aol.com,(336) 623-4428,"Eden",NC,,,Shelter,""
"Ruf Creek Ranch Animal Rescue",nrhalnp@aol.com,(919) 398-5230,"Smithfield",NC,,,Shelter,""
"Ruff Love Foster Care Dog Rescue",rlradopt@gmail.com,,"Thomasville",NC,,,Shelter,""
"Rusty's Legacy",rustyslegacync@aol.com,(828) 460-3190,"Marion",NC,,,Shelter,""
"Rutherford County Humane Society",mewoof@bellsouth.net,,"Rutherfordton",NC,,,Shelter,""
"S.A.F.E. Animal Haven",ourfosters@yahoo.com,,"Matthews",NC,,,Shelter,""
"SAFE HAVEN FOR CATS",sherri@safehavenforcats.org,(919) 872-7233,"Raleigh",NC,,,Shelter,""
"SandHillBeagles Rescue",sandhillbeagles@gmail.com,(252) 266-8895,"Macclesfield",NC,,,Shelter,""
"Sarge's Animal Rescue Foundation",sargesanimalrescuefoundation@gmail.com,(828) 246-9050,"Waynesville",NC,,,Shelter,""
"Save a Dog a Day Rescue",larryheels@gmail.com,,"Raleigh",NC,,,Shelter,""
"Save A Lab",info@savealabrescue.org,,"Greensboro",NC,,,Shelter,""
"Saving Grace Animals for Adoption",savinggrace@savinggracenc.org,(919) 518-1180,"Wake Forest",NC,,,Shelter,""
"Saving Graces 4 Felines",savinggraces4@aol.com,(252) 355-3404,"Greenville",NC,,,Shelter,""
"Scotland County Humane Society",director@scotlandhumane.org,(910) 276-9271,"Laurinburg",NC,,,Shelter,""
"Sea Dog Rescue",prbford@fastmail.fm,(252) 339-0664,"Elizabeth City",NC,,,Shelter,""
"Second Chance Dogs of Ashe",secondchancedogsofashe@aol.com,(336) 877-3865,"Fleetwood",NC,,,Shelter,""
"Second Chance Kitten Rescue Inc.",sckrescue@carolina.rr.com,(704) 786-7768,"Concord",NC,,,Shelter,""
"Second Chance Pet Adoptions - Adoption Center",secondchance@secondchancenc.org,,"Raleigh",NC,,,Shelter,""
"Sheets Pet Clinic",petadoptions@sheetspetclinic.com,(336) 852-8488,"Greensboro",NC,,,Shelter,""
"Shooting Star Animal Rescue",shootingstaranimalrescue@gmail.com,,"Monroe",NC,,,Shelter,""
"Siamese Cat Rescue Center",pf@siameserescue.org,,"Winston-Salem",NC,,,Shelter,""
"Singing Dog Farm",singingdogfarm@gmail.com,(336) 269-0585,"Snow Camp",NC,,,Shelter,""
"Snowflake Animal Rescue",adoptions@snowflakerescue.org,(919) 990-2478,"Raleigh",NC,,,Shelter,""
"South Charlotte Dog Rescue",southcharlottedogrescue@gmail.com,(877) 745-7237,"Waxhaw",NC,,,Shelter,""
"South Of The Bully Rescue",sotb.adoptions@gmail.com,,"Charlotte",NC,,,Shelter,""
"Southern Siberian Rescue",southernsibes@yahoo.com,(919) 868-0798,"Raleigh",NC,,,Shelter,""
"Sparkle Cat Rescue, Inc.",sparklecatrescue@gmail.com,,"Burlington",NC,,,Shelter,""
"Spay Stokes",arsc2004@gmail.com,(336) 971-2963,"Walnut Cove",NC,,,Shelter,""
"SPCA of Franklin County",admin@spcafc.org,(919) 556-0954,"Youngsville",NC,,,Shelter,""
"SPCA of Northeastern North Carolina",spcaofnenc@gmail.com,(252) 338-5222,"Elizabeth City",NC,,,Shelter,""
"SPCA of the Triad, Inc.",spca@triadspca.org,(336) 375-3222,"Greensboro",NC,,,Shelter,""
"SPCA of Wake County",adoptstaff@spcawake.org,(919) 772-2326,"Raleigh",NC,,,Shelter,""
"Spirit Canine Rescue",spiritcaninerescue@gmail.com,,"Snow Camp",NC,,,Shelter,""
"ST Furever Freedom Animal Rescue",stffar12@hotmail.com,,"Rural Hall",NC,,,Shelter,""
"Stanly County Humane Society",jsgadd@aol.com,(704) 983-7729,"Albemarle",NC,,,Shelter,""
"Stepping Stones Canine Rescue",steppingstonesrescue@gmail.com,,"Winston-Salem",NC,,,Shelter,""
"Stonewall Jackson Youth Development Center Pet Therapy",missy.overton@ncdps.gov,(704) 652-4003,"Concord",NC,,,Shelter,""
"Sunburst Foundation of Wilmington Canine Rescue",sunburstfoundation@gmail.com,(910) 622-0011,"Wilmington",NC,,,Shelter,""
"Surry Animal Rescue",surryanimalrescue@hotmail.com,,"Mount Airy",NC,,,Shelter,""
"TAAG /Transylvania Animal Alliance Group",taagwags@gmail.com,(828) 966-3166,"Brevard",NC,,,Shelter,""
"Tailless Cat Rescue",taillesscatrescue@hotmail.com,,"Liberty",NC,,,Shelter,""
"Tails of the Unwanted",tailsoftheunwanted@gmail.com,(336) 253-5118,"Greensboro",NC,,,Shelter,""
"Tarheel Weimaraner Rescue",twcrescue@aol.com,,"Franklinton",NC,,,Shelter,""
"The Cats' Cradle",thecatscradlenc@yahoo.com,(828) 461-0178,"Morganton",NC,,,Shelter,""
"The Fort - Fortitudine Vincimus Rescue Center",thefortrescue@gmail.com,(336) 505-9199,"Asheboro",NC,,,Shelter,""
"The Haley Graves Foundation",thgfinquiries@yahoo.com,,"Summerfield",NC,,,Shelter,""
"The Halfway House Animal Rescue",thehalfwayhouseforanimals@gmail.com,,"Kannapolis",NC,,,Shelter,""
"The Merit Pit Bull Foundation",apps@mpbf.org,,"Greensboro",NC,,,Shelter,""
"Three Sisters and a Brother Animal Rescue, Inc.",tsaabanimalrescue@gmail.com,,"Dallas",NC,,,Shelter,""
"Thundering Paws Adoption Center Inc.",katherine_gable@hotmail.com,(910) 858-2771,"Parkton",NC,,,Shelter,""
"Tiny Tigers Rescue",tinytigersrescue@hotmail.com,,"Toast",NC,,,Shelter,""
"Transylvania County Animal Services",malmin@citcom.net,(828) 883-3713,"Brevard",NC,,,Shelter,""
"Tri-County Animal Shelter",chasity.ledford@chowan.nc.gov,(252) 221-8514,"Tyner",NC,,,Shelter,""
"Triad Independent Cat Rescue",triadcat@yahoo.com,,"Greensboro",NC,,,Shelter,""
"Triangle Rabbits",adopt@trianglerabbits.org,(919) 999-2211,"Apex",NC,,,Shelter,""
"Troutman Canine Rescue, Inc.",troutmancaninerescue@yahoo.com,(704) 508-1934,"Statesville",NC,,,Shelter,""
"Tysor Veterinary Clinic",tysorvetclinic@gmail.com,,"Siler City",NC,,,Shelter,""
"Unchaining Moore Dogs",unchainingmooredogs@gmail.com,(910) 639-3186,"Pinehurst",NC,,,Shelter,""
"Underdog Ranch Pet Adoptions",danellaanderson@icloud.com,,"Angier",NC,,,Shelter,""
"Union County Animal Services",ucadopt@co.union.nc.us,(704) 283-8303,"Monroe",NC,,,Shelter,""
"Valley River Humane Society",vrhsinquiries@gmail.com,(828) 837-2304,"Marble",NC,,,Shelter,""
"Vance County Animal Shelter",vancepets@vancecounty.org,(252) 492-3136,"Henderson",NC,,,Shelter,""
"Wake County Animal Center",animalcontrol@wakegov.com,(919) 212-7387,"Raleigh",NC,,,Shelter,""
"Washington Cat Rescue",leslieesteele@hotmail.com,(252) 802-0789,"Washington",NC,,,Shelter,""
"Where Hope Lives Humane Society",adoptncrescuedogs@gmail.com,,"Waxhaw",NC,,,Shelter,""
"Whispers Of Our Forgotten",woof.helpdesk@gmail.com,(252) 207-6580,"South Mills",NC,,,Shelter,""
"WishingWell Farm",wwkenneldebbie@aol.com,(252) 442-9474,"Rocky Mount",NC,,,Shelter,""
"Yadkin County Animal Shelter",jroels@yadkincountync.gov,,"Yadkinville",NC,,,Shelter,""
"Yancey Humane Society",ychs@ccvn.com,(828) 682-9510,"Burnsville",NC,,,Shelter,""
"Zach's Rescue",gkeach@msn.com,(704) 622-4348,"Charlotte",NC,,,Shelter,""
"4 Luv Of Dog Rescue",question@4luvofdog.org,(701) 205-0190,"Fargo",ND,,,Shelter,""
"CATS Cradle Shelter, Inc",adopt@catscradleshelter.org,(701) 356-7877,"Fargo",ND,,,Shelter,""
"Center for Avian Adoption, Rescue, and Education",info@caare.net,(701) 293-3833,"West Fargo",ND,,,Shelter,""
"Central Dakota Humane Society",info@cdhs.net,(701) 667-2020,"Mandan",ND,,,Shelter,""
"Circle of Friends Humane Society",stephanie@cofpets.com,(701) 775-3732,"Grand Forks",ND,,,Shelter,""
"Dakota Animal Resource Coalition",cdwiesinger@yahoo.com,(701) 440-0186,"Scranton",ND,,,Shelter,""
"Diamond In The Ruff Pet Rescue",info@diamondpetrescue.org,(701) 793-0698,"Fargo",ND,,,Shelter,""
"Furry Friends Rockin' Rescue",ffrrinc@gmail.com,,"Mandan",ND,,,Shelter,""
"Guardian GSD Rescue, NW ND/MT",twosocks04@aol.com,(701) 651-8477,"Williston",ND,,,Shelter,""
"Homeward Animal Shelter",info@homewardonline.org,(701) 239-0077,"Fargo",ND,,,Shelter,""
"Humane Society of Richland-Wilkin Counties",rwchs@702com.net,(701) 672-1676,"Wahpeton",ND,,,Shelter,""
"James River Humane Society",chelsey_089@hotmail.com,(701) 252-0747,"Jamestown",ND,,,Shelter,""
"North Dakota Animals in Need",ndain@hotmail.com,,"Lincoln",ND,,,Shelter,""
"Oreo's Animal Rescue",oreosanimalrescue@yahoo.com,(701) 483-0240,"Dickinson",ND,,,Shelter,""
"Prairie Paws Rescue",prairiepawsrescue@hotmail.com,(701) 320-4553,"Jamestown",ND,,,Shelter,""
"Sheyenne Valley Friends of Animals",info@svfanimals.org,(701) 840-5047,"Valley City",ND,,,Shelter,""
"The Uffda Fund for Animals",uffdarescue@gmail.com,(701) 230-4014,"Cando",ND,,,Shelter,""
"12 Hills Dog Rescue",12hillsdogrescue@gmail.com,(402) 846-5100,"Walthill",NE,,,Shelter,""
"Adopt-A-Dog Animal Rescue, Inc.",adopt-a-dog-rescue@hotmail.com,(308) 566-0208,"Chappell",NE,,,Shelter,""
"All Hounds On Deck",ahod@allhounds.com,(402) 613-2721,"Lincoln",NE,,,Shelter,""
"American Brittany Rescue-NE/CO/WY",abr.ne@americanbrittanyrescue.com,(866) 274-8911,"Lincoln",NE,,,Shelter,""
"Aurora Adopt A Pet",auroraadoptapet@yahoo.com,(402) 694-2738,"Aurora",NE,,,Shelter,""
"Big Red Rescue of the Heartland",cj@bigredrescue.com,,"Lincoln",NE,,,Shelter,""
"Blue River Pet Rescue",blueriverpetrescue@gmail.com,(402) 646-5511,"Seward",NE,,,Shelter,""
"Borders without Boundaries Rescue",svoigt@bwbr.org,,"Valentine",NE,,,Shelter,""
"Bright Futures Pet Adoption & Rescue, Inc.",gay.pet55@gmail.com,(402) 563-4744,"Columbus",NE,,,Shelter,""
"Central Nebraska Humane Society",info@centralnebraskahumanesociety.com,(308) 385-5305,"Grand Island",NE,,,Shelter,""
"Doberman Rescue of Nebraska Inc.",dron95@yahoo.com,(402) 614-4495,"Omaha",NE,,,Shelter,""
"Dolly's Legacy Animal Rescue",dollyslegacy@aol.com,,"Lincoln",NE,,,Shelter,""
"Fairview Veterinary Clinic",fairviewveterinaryclinic@gmail.com,(308) 324-3411,"Lexington",NE,,,Shelter,""
"Feline Friendz in NE",felinefriendz@yahoo.com,(402) 778-1111,"Omaha",NE,,,Shelter,""
"Friends of Pets, Inc.",info@chadronfriendsofpets.org,(719) 661-8896,"Chadron",NE,,,Shelter,""
"Fur the Love of PAWS",jenneralstar@yahoo.com,(308) 539-0277,"North Platte",NE,,,Shelter,""
"Furbaby Rescue Midwest Inc.",furbabyrescuemidwest@gmail.com,(402) 841-2366,"Norfolk",NE,,,Shelter,""
"FurEver Home Inc",fetchingfureverhomes@gmail.com,(402) 979-8800,"Fremont",NE,,,Shelter,""
"Golden Retriever Rescue in Nebraska",info@grrin.org,(402) 330-6680,"Boys Town",NE,,,Shelter,""
"Great Plains Pointer Rescue",greatplains@cox.net,,"Omaha",NE,,,Shelter,""
"Great Pyrenees Rescue of NE",emulady@wildblue.net,(402) 371-7637,"Lincoln",NE,,,Shelter,""
"Hands, Hearts and Paws",handsheartspaws@cox.net,,"Omaha",NE,,,Shelter,""
"Heartland Pet Connection",heartlandpetconnection@gmail.com,(402) 462-7387,"Hastings",NE,,,Shelter,""
"Hearts United for Animals",hua@hua.org,,"Auburn",NE,,,Shelter,""
"Helping Hand 4 Animals Inc.",helpinghandro@gmail.com,,"Omaha",NE,,,Shelter,""
"High Plains P.A.W",highplainspaw@gmail.com,,"Sidney",NE,,,Shelter,""
"Holt County Animal Shelter",info@holtcountyanimalshelter.com,(402) 336-5435,"ONeill",NE,,,Shelter,""
"Homeward Bound in the Heartland Animal Rescue",info@homewardboundintheheartland.info,(402) 706-7313,"Omaha",NE,,,Shelter,""
"Humane Society of Richardson County, Inc.",cphroper@neb.rr.com,(402) 245-2338,"Falls City",NE,,,Shelter,""
"Husker's Hope Dachshund Rescue",carla@huskershopedachshundrescue.org,(402) 601-1068,"Lincoln",NE,,,Shelter,""
"Jack Russell Terrier Rescue",flyingjrt@aol.com,(402) 963-9722,"Omaha",NE,,,Shelter,""
"Jeanette Hunt Animal Shelter",manager@blairanimalshelter.org,(402) 533-2743,"Blair",NE,,,Shelter,""
"K9HAVEN Rescue",k9haven48@yahoo.com,(308) 872-5147,"Broken Bow",NE,,,Shelter,""
"Kearney Area Animal Shelter",info@kearneyanimalshelter.com,(308) 237-7387,"Kearney",NE,,,Shelter,""
"Little White Dog Rescue",info@littlewhitedogrescue.org,,"Omaha",NE,,,Shelter,""
"McCook Humane Society",humanesociety@mccooknet.com,(308) 345-2372,"McCook",NE,,,Shelter,""
"MidAmerica Boston Terrier Rescue",midamericabostonrescue@gmail.com,(402) 510-1346,"Omaha",NE,,,Shelter,""
"Midwest Wheaten Rescue",midwestwheatenrescue@yahoo.com,(402) 850-9292,"Omaha",NE,,,Shelter,""
"Mini Aussie Rescue & Support (MARS) NE",info@miniaussierescue.org,,"Omaha",NE,,,Shelter,""
"Nebraska Border Collie Rescue Inc",nbcr.foster@gmail.com,,"Bellevue",NE,,,Shelter,""
"Nebraska Boston Terrier Rescue",jenjen25@aol.com,,"Omaha",NE,,,Shelter,""
"Nebraska Dachshund Rescue",adopt@nebraskadachshundrescue.org,,"Omaha",NE,,,Shelter,""
"Nebraska Humane Society",nhs@nehumanesociety.org,(402) 444-7800,"Omaha",NE,,,Shelter,""
"Nebraska Italian Greyhound Rescue (IGCA)",neigrescue@gmail.com,,"Lincoln",NE,,,Shelter,""
"Nebraska No Kill Canine Rescue",info@nebraskanokill.org,,"Lincoln",NE,,,Shelter,""
"Pawsitive Endings Dog Rescue",pawsitiveendings@gmail.com,(308) 762-3499,"Alliance",NE,,,Shelter,""
"Perkins County Animal Shelter",pcanimalshelter@live.com,(308) 352-2630,"Grant",NE,,,Shelter,""
"Pug Partners Of Nebraska",pugpartners@gmail.com,(888) 509-1940,"Omaha",NE,,,Shelter,""
"Revolution Rescue",info@revolutionrescue.com,,"Lincoln",NE,,,Shelter,""
"SCLP Pet Rescue",debora@hometownworks.com,(402) 432-2814,"Wahoo",NE,,,Shelter,""
"Second Chance-PUPS",info@secondchancepups.com,(402) 806-1012,"Lincoln",NE,,,Shelter,""
"Start Over Rover Inc.",adoption@startoverrover.org,(402) 834-0640,"Hastings",NE,,,Shelter,""
"The Cat House",adoptions@thecathouse.org,(402) 441-9593,"Lincoln",NE,,,Shelter,""
"The Foster Kitten Project",thefosterkittenproject@gmail.com,(402) 651-8507,"Bellevue",NE,,,Shelter,""
"Town and Country Humane Society",email@townandcountryhumanesociety.org,(402) 339-5355,"Papillion",NE,,,Shelter,""
"Voice for Companion Animals",info@voiceforcompanionanimals.com,(308) 675-3445,"Grand Island",NE,,,Shelter,""
"Wag N Train Terrier Rescue",wagntrainterrierrescue@yahoo.com,,"Omaha",NE,,,Shelter,""
"Welcome Waggin' Rescue",snowshoe@nctc.net,(308) 346-4376,"Burwell",NE,,,Shelter,""
"York Adopt-A-Pet",debbie@yorkadoptapet.com,(402) 362-3964,"York",NE,,,Shelter,""
"4 Lil Paws Ferret Shelter",daisyandrambo@comcast.net,(603) 778-0172,"Brentwood",NH,,,Shelter,""
"All Breed Rescue and Adoption Inc.",makepeace4paws@comcast.net,(603) 580-2121,"Seabrook",NH,,,Shelter,""
"Animal Allies",info@animalallies.org,(603) 228-6755,"Manchester",NH,,,Shelter,""
"Animal Rescue League of New Hampshire",njohnston@rescueleague.org,(603) 472-3647,"Bedford",NH,,,Shelter,""
"Animal Rescue Network of New England",info@arnne.org,(603) 233-4801,"Pelham",NH,,,Shelter,""
"Bare Paws Rescue",barepawsrescue@yahoo.com,,"Gilford",NH,,,Shelter,""
"Cairn Rescue League",cairnrescueleague@gmail.com,,"Atkinson",NH,,,Shelter,""
"Canine Commitment NH",ross@caninecommit.org,,"New Boston",NH,,,Shelter,""
"Cats 1st",info@cats1st.org,(603) 988-5592,"Newfields",NH,,,Shelter,""
"Cocheco Valley Humane Society",adoption@cvhsonline.org,(603) 749-5322,"Dover",NH,,,Shelter,""
"Cocker Spaniel Rescue of New England",artonpark@aol.com,(603) 547-3363,"Greenfield",NH,,,Shelter,""
"Connect A Pet New England",connectapetne@gmail.com,(603) 997-2155,"Albany",NH,,,Shelter,""
"Darbster Foundation",dk@darbster.net,(603) 856-9233,"Manchester",NH,,,Shelter,""
"Draft Gratitude",info@draftgratitude.com,(603) 762-3266,"Winchester",NH,,,Shelter,""
"Fast Friends Greyhound Adoption Center",sharron_thomas@hotmail.com,(603) 355-1556,"Keene",NH,,,Shelter,""
"Feline Friends",felinefral@gmail.com,(603) 893-2483,"Salem",NH,,,Shelter,""
"For Dog's Sake",info@fordogssakerescue.org,,"Manchester",NH,,,Shelter,""
"For The Love of Dog",fortheloveofdog@tds.net,,"Hillsboro",NH,,,Shelter,""
"Franklin Animal Shelter",manager_fas@yahoo.com,(603) 934-4132,"Franklin",NH,,,Shelter,""
"Friends of the Manchester Animal Shelter",lisa@manchesteranimalshelter.org,(603) 628-3544,"Manchester",NH,,,Shelter,""
"FuRRR Feline Rescue, Rehabilitation and Retirement",adoption@furrr.org,,"Gonic",NH,,,Shelter,""
"Granite State Paw Rescuers",granitestatepawadoptions@gmail.com,(603) 660-8468,"Goffstown",NH,,,Shelter,""
"Greater Derry Humane Society Inc.",contact@derryhumanesociety.com,(603) 434-1512,"East Derry",NH,,,Shelter,""
"Greyhound Pets of America - Central NH Chapter",director@gpa-cnhc.org,(800) 507-9597,"Milton Mills",NH,,,Shelter,""
"Homes for Happy Dogs, Inc.",homes4happydogs@gmail.com,(603) 961-0234,"Chichester",NH,,,Shelter,""
"Kast Hill Farm",kasthillfarm@gmail.com,(603) 475-7555,"Hopkinton",NH,,,Shelter,""
"Lakes Region Humane Society",mfichter@lrhs.net,(603) 539-1077,"Ossipee",NH,,,Shelter,""
"Libby's Haven for Senior Canines",lhsk9@comcast.net,(603) 783-9416,"Canterbury",NH,,,Shelter,""
"Lilac Groves Pampered Pups",lgrovefarm@aol.com,(603) 964-1475,"Rye",NH,,,Shelter,""
"Live and Let Live Farm",tehorse@aol.com,(603) 798-5615,"Chichester",NH,,,Shelter,""
"Lost my Way Animal Shelter",cathy3sullivan@yahoo.com,(603) 477-1229,"Claremont",NH,,,Shelter,""
"Mary's Dogs",marysdogsadoptions@gmail.com,(603) 608-3374,"Northwood",NH,,,Shelter,""
"New Digs for Dogs Rescue",newdigsfordogs@gmail.com,,"North Haverhill",NH,,,Shelter,""
"New Hampshire Small Dog Rescue",bonnievendig@yahoo.com,(787) 808-3523,"Alstead",NH,,,Shelter,""
"NH Sled Dog Rescue, History & Education Center",info@dogslednh.com,(603) 545-4533,"Jefferson",NH,,,Shelter,""
"NHSPCA",info@nhspca.org,(603) 772-2921,"Stratham",NH,,,Shelter,""
"Northeastern Reptile Welfare League",nereptilewelfare@gmail.com,,"North Haverhill",NH,,,Shelter,""
"Northern New England Westie Rescue Inc",rescue@nnewestierescue.org,,"Rye",NH,,,Shelter,""
"Peis and Strays",info@peisandstrays.com,,"Nashua",NH,,,Shelter,""
"Pope Memorial SPCA of Concord Merrimack County",info@popememorialspca.org,(603) 856-8756,"Concord",NH,,,Shelter,""
"PRONE - Papillon Rescue of the North East",pronepups@gmail.com,,"Sandown",NH,,,Shelter,""
"River Valley Animal Protection League",rvapl@comcast.net,,"Charlestown",NH,,,Shelter,""
"Salem Animal Rescue League",tmartin@sarlnh.org,(603) 893-3210,"Salem",NH,,,Shelter,""
"Sato Heart Rescue, Wilton,NH",satoheartadoptions@gmail.com,(603) 265-0303,"Milford",NH,,,Shelter,""
"Second Chance Animal Rescue, Inc",secondchancear.org@gmail.com,(603) 259-3244,"Littleton",NH,,,Shelter,""
"Sullivan County Humane Society",sullivanhumane@hotmail.com,(603) 542-3277,"Claremont",NH,,,Shelter,""
"Voice for Animals",in2catz@gmail.com,,"Farmington",NH,,,Shelter,""
"WAG - We Are Animal Guardians",wearewag@gsinet.net,(603) 529-5443,"Weare",NH,,,Shelter,""
"Wags and Wiggles Rescue",wags.n.wiggles.rescue@gmail.com,(603) 843-5319,"Newport",NH,,,Shelter,""
"4 Paws Dog Rescue of NJ",info@4pawsnj.org,,"Newfield",NJ,,,Shelter,""
"4 Paws With A Cause Rescue",4pawswithacause@comcast.net,(609) 257-3701,"Medford",NJ,,,Shelter,""
"911 Dog and Cat Rescue",911dogrescue@gmail.com,(908) 763-2040,"Morristown",NJ,,,Shelter,""
"A Helping Wing Parrot Rescue",adoptions@ahelpingwing.org,(845) 475-8249,"Blairstown",NJ,,,Shelter,""
"A Hoppy Tail",adopt@ahoppytail.com,(973) 555-1212,"Long Valley",NJ,,,Shelter,""
"A Pathway to Hope",info.pathwaytohope@gmail.com,(973) 555-1111,"North Haledon",NJ,,,Shelter,""
"A Purrfect World",mail4kristina@aol.com,,"Bloomfield",NJ,,,Shelter,""
"A Voice for Paws",avoiceforpaws.adoptions@gmail.com,(856) 318-6870,"Sewell",NJ,,,Shelter,""
"A.F.E.W. - Animal Friends for Education and Welfare, Inc.",afew_pets@comcast.net,,"Hightstown",NJ,,,Shelter,""
"ABC Inc.",abcpetfinder@gmail.com,(732) 779-2220,"Pine Beach",NJ,,,Shelter,""
"Addison Rescue",mpetrone@chubb.com,(908) 612-4551,"Milford",NJ,,,Shelter,""
"Adopt A Setter",irishrescue1@aol.com,,"Whitehouse Station",NJ,,,Shelter,""
"Adopt-a-Pet",spayme@aol.com,,"Freehold",NJ,,,Shelter,""
"AHS-Tinton Falls",tintonfallsahs@aol.com,(732) 922-0100,"Tinton Falls",NJ,,,Shelter,""
"Alan Purcell Wayne Township Animal Shelter",animalshelter@waynetownship.com,(973) 694-0767,"Wayne",NJ,,,Shelter,""
"All 4 The Dogs Rescue",all4thedogsrescue@verizon.net,(609) 789-3464,"Roosevelt",NJ,,,Shelter,""
"All Critters Rescue, Inc.",allcrittersrescue@yahoo.com,,"Spotswood",NJ,,,Shelter,""
"All Fur Love Animal Rescue, Inc.",info@allfurlove.org,(732) 982-7235,"Freehold",NJ,,,Shelter,""
"All God's Creatures Inc.",allgodscreaturesoneark@gmail.com,(609) 203-1835,"Hightstown",NJ,,,Shelter,""
"All Humane Animal Rescue",animalinfo@yahoo.com,(973) 616-8569,"Wanaque",NJ,,,Shelter,""
"All Our Orphans",doggie54@optonline.net,(973) 886-1485,"Randolph",NJ,,,Shelter,""
"All Star Pet Rescue",allstarpets@comcast.net,,"Linden",NJ,,,Shelter,""
"Almost Home Animal Rescue of South Jersey",almosthomeanimalrescuesj@gmail.com,(609) 846-3079,"Ocean View",NJ,,,Shelter,""
"Almost Home Animal Shelter",almosthomeshelter@comcast.net,(856) 663-3058,"Pennsauken",NJ,,,Shelter,""
"Almost Home Dog Rescue of NJ",adopt@ahdrnj.com,,"Allendale",NJ,,,Shelter,""
"American Maltese Association Rescue",vcannonlady@aol.com,,"Blairstown",NJ,,,Shelter,""
"American Rescue Dog",americanrescue@gmail.com,(888) 772-0172,"Brick",NJ,,,Shelter,""
"Angel Pets Animal Welfare Society Inc.",info@angelpaws.org,(732) 340-1199,"Colonia",NJ,,,Shelter,""
"Angels for Animals Network",gjuric.afan66@gmail.com,(201) 655-5059,"Cliffside Park",NJ,,,Shelter,""
"Angels Helping Animals",angelshelpinganimalsnj@gmail.com,(856) 979-3284,"Moorestown",NJ,,,Shelter,""
"Angels of Animals Inc.",amy@angelsofanimals.org,,"Clifton",NJ,,,Shelter,""
"Animal Adoption Center",info@animaladoption.com,(856) 435-9116,"Lindenwold",NJ,,,Shelter,""
"Animal Alliance",animalalliance@comcast.net,(609) 818-1952,"Lambertville",NJ,,,Shelter,""
"Animal Allies",animalally@gmail.com,(609) 737-2380,"Pennington",NJ,,,Shelter,""
"Animal Assistance",linda@animalassistance.org,(732) 251-3210,"East Brunswick",NJ,,,Shelter,""
"Animal Life Savers Inc.",elaine@animallifesavers.org,,"Palisades Park",NJ,,,Shelter,""
"Animal Outreach of Cape May County Inc.",info@aocmc.org,,"Cape May",NJ,,,Shelter,""
"Animal Relief Foundation",nootz01@aol.com,(732) 657-0295,"Manchester",NJ,,,Shelter,""
"Animal Rescue Force",susanmaer@aol.com,(732) 257-7559,"East Brunswick",NJ,,,Shelter,""
"Animal Rescue R Us",animalrescuerus@aol.com,,"Lodi",NJ,,,Shelter,""
"Animal Sanctuary Society Inc.",animalsanctuarys@aol.com,(856) 642-0004,"Mount Laurel",NJ,,,Shelter,""
"Animal Welfare Association",adoptions@awanj.org,(856) 424-2288,"Voorhees",NJ,,,Shelter,""
"Animals In Distress, Inc.",aid4cats@gmail.com,(609) 585-5442,"Hamilton",NJ,,,Shelter,""
"Another Chance 4 Dogs",ac4dogs@gmail.com,(908) 625-6358,"Frenchtown",NJ,,,Shelter,""
"ARF of Mercer",arfofmercer@gmail.com,,"Ewing",NJ,,,Shelter,""
"Ark of Promise Rescue",arkofpromise@aol.com,(609) 204-4138,"Browns Mills",NJ,,,Shelter,""
"Atlantic County Animal Shelter",kelsey_kathy@aclink.org,(609) 485-2345,"Pleasantville",NJ,,,Shelter,""
"Atlantic County Canines",atlanticcountycanines@yahoo.com,,"Egg Harbor Township",NJ,,,Shelter,""
"Aunt Marys Dog House",auntmarysdoghouse@yahoo.com,(908) 362-1333,"Montclair",NJ,,,Shelter,""
"Ava's Rescue",zippykay@comcast.net,(609) 397-2669,"Lambertville",NJ,,,Shelter,""
"Balanced Buddies Res-Q",balancedbuddiesresq@gmail.com,(856) 986-7190,"Atco",NJ,,,Shelter,""
"BARKS",petadoptionportal@barksinc.com,,"Stanhope",NJ,,,Shelter,""
"Bayonne Feral Cat Foundation",twiggycat@aol.com,(201) 823-2363,"Bayonne",NJ,,,Shelter,""
"Beacon Animal Rescue",beaconanimalrescues@gmail.com,(609) 390-7946,"Ocean View",NJ,,,Shelter,""
"Bergen County Animal Shelter",shelter@co.bergen.nj.us,(201) 229-4600,"Teterboro",NJ,,,Shelter,""
"Bergen County Protect and Rescue Foundation",rescueme@bcrescues.org,(201) 945-0649,"Cliffside Park",NJ,,,Shelter,""
"Bernards Township",msantoro@bernards.org,(908) 204-3066,"Basking Ridge",NJ,,,Shelter,""
"Best Friend Dog and Animal Adoption, Inc.",bfdaaa@gmail.com,,"Cranford",NJ,,,Shelter,""
"Bichon Frise Rescue of NNJ Inc.",nnjbichonrescue@yahoo.com,,"West Orange",NJ,,,Shelter,""
"Big East Akita Rescue",bigeastakitarescue@verizon.net,(609) 388-7004,"Toms River",NJ,,,Shelter,""
"Bloomfield Animal Shelter - John A. Bukowski Shelter for Animals",adoptatbas@yahoo.com,(973) 748-0194,"Bloomfield",NJ,,,Shelter,""
